Transacao,Usuario,Provedor,Produto,ProdutoCategoria,Canal,ValorEmConta,ValorServico,DataHora,EstrategiaPreco,Fraude
110317,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:33:08Z,4,0
39,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:12Z,4,0
57166,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:16Z,4,0
96782,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:19Z,4,0
24286,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:24Z,4,0
89717,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:33:27Z,4,0
37991,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:33:31Z,4,0
100201,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:35Z,4,0
10125,4249,4,3,netflix,2,-10000.0,10000,2019-01-08T10:33:39Z,4,0
127875,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:33:43Z,4,0
1180,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:46Z,4,0
64731,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:33:50Z,4,0
91486,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:55Z,4,0
32810,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:33:59Z,4,0
125427,4249,4,1,netflix,2,-60000.0,60000,2019-01-08T10:34:02Z,4,0
44310,4249,4,3,netflix,2,-75000.0,75000,2019-01-08T10:34:06Z,4,0
88730,3595,6,4,netflix,3,5000.0,5000,2019-01-08T10:34:07Z,2,0
8584,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:34:10Z,4,0
13525,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:34:14Z,4,0
68473,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:34:17Z,4,0
19503,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:34:21Z,4,0
13690,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:34:25Z,4,0
91436,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:34:29Z,4,0
72574,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:34:33Z,4,0
36797,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:34:36Z,4,0
101589,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:34:44Z,4,0
30761,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:34:47Z,4,0
138592,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:34:51Z,4,0
79482,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:34:55Z,4,0
123494,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:34:59Z,4,0
51512,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:35:02Z,4,0
56767,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:35:06Z,4,0
131882,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:35:10Z,4,0
16986,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:35:14Z,4,0
12147,4249,4,10,netflix,2,-2000.0,2000,2019-01-08T10:35:18Z,4,0
124025,3888,5,3,netflix,3,2000.0,2000,2019-01-08T10:35:20Z,4,0
43904,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:35:22Z,4,0
125799,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:35:26Z,4,0
131876,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:35:30Z,4,0
52247,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:35:33Z,4,0
124780,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:35:38Z,4,0
110851,2788,6,3,netflix,3,1000.0,1000,2019-01-08T10:35:39Z,2,0
22215,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:35:41Z,4,0
127278,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:35:45Z,4,0
86241,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:35:49Z,4,0
43237,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:35:53Z,4,0
88405,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:35:57Z,4,0
130768,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:36:00Z,4,0
33937,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:36:06Z,4,0
47436,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:36:10Z,4,0
92195,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:36:14Z,4,0
90414,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:36:18Z,4,0
38104,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:36:21Z,4,0
3235,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:36:25Z,4,0
71490,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:36:29Z,4,0
29909,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:36:33Z,4,0
104027,2990,6,3,netflix,3,1000.0,1000,2019-01-08T10:36:36Z,2,0
103896,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:36:36Z,4,0
45221,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:36:40Z,4,0
11241,4249,4,10,netflix,2,-40000.0,40000,2019-01-08T10:36:44Z,4,0
78774,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:36:48Z,4,0
107875,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:36:52Z,4,0
71387,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:36:56Z,4,0
127732,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:36:59Z,4,0
101707,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:37:03Z,4,0
72833,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:37:07Z,4,0
9566,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:37:11Z,4,0
79048,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:37:15Z,4,0
29807,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:37:19Z,4,0
132925,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:37:22Z,4,0
116168,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:37:26Z,4,0
116361,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:37:30Z,4,0
16389,959,6,3,netflix,3,1000.0,1000,2019-01-08T10:37:31Z,2,0
103503,638,1,15,varejo,3,20500.0,20500,2019-01-08T10:37:32Z,2,0
83656,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:37:34Z,4,0
28281,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:37:38Z,4,0
69065,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:37:42Z,4,0
29498,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:37:46Z,4,0
121794,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:37:49Z,4,0
18879,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:37:53Z,4,0
136539,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:37:57Z,4,0
109035,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:38:01Z,4,0
101759,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:38:05Z,4,0
8614,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:38:08Z,4,0
40864,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:38:12Z,4,0
124237,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:38:16Z,4,0
8617,4249,4,10,netflix,2,-20000.0,20000,2019-01-08T10:38:21Z,4,0
41834,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:38:25Z,4,0
126992,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:38:29Z,4,0
62062,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:38:33Z,4,0
85156,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:38:36Z,4,0
59596,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:38:40Z,4,0
106248,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:38:44Z,4,0
71020,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:38:48Z,4,0
45804,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:38:52Z,4,0
7709,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:38:56Z,4,0
68166,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:39:00Z,4,0
32776,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:39:04Z,4,0
47799,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:39:08Z,4,0
81270,3888,5,3,netflix,3,500.0,500,2019-01-08T10:39:10Z,4,0
18304,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:39:12Z,4,0
94125,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:39:16Z,4,0
53260,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:39:19Z,4,0
139734,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:39:23Z,4,0
140002,4670,6,10,netflix,3,1000.0,1000,2019-01-08T10:39:26Z,2,0
88363,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:39:27Z,4,0
125850,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:39:31Z,4,0
47036,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:39:35Z,4,0
16319,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:39:38Z,4,0
137822,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:39:42Z,4,0
36355,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:39:46Z,4,0
34170,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:39:50Z,4,0
15052,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:39:53Z,4,0
76618,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:39:57Z,4,0
91758,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:40:01Z,4,0
7149,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:40:05Z,4,0
71259,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:40:09Z,4,0
34732,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:40:13Z,4,0
49321,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:40:16Z,4,0
103874,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:20Z,4,0
61455,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:40:24Z,4,0
2590,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:40:28Z,4,0
82153,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:31Z,4,0
22922,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:35Z,4,0
37501,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:40:39Z,4,0
82570,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:40:43Z,4,0
97429,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:47Z,4,0
1653,4670,6,10,netflix,3,1000.0,1000,2019-01-08T10:40:49Z,2,0
140168,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:51Z,4,0
113430,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:55Z,4,0
50268,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:40:58Z,4,0
139838,4249,4,10,netflix,2,-20000.0,20000,2019-01-08T10:41:02Z,4,0
44451,4249,4,3,netflix,2,-5000.0,5000,2019-01-08T10:41:06Z,4,0
139764,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:41:10Z,4,0
124187,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:41:14Z,4,0
16547,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:41:18Z,4,0
128842,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:41:22Z,4,0
4033,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:41:25Z,4,0
120108,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:41:29Z,4,0
11656,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:41:33Z,4,0
97880,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:41:37Z,4,0
62750,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:41:41Z,4,0
63217,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:41:44Z,4,0
90011,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:41:48Z,4,0
44590,3244,5,3,netflix,3,1000.0,1000,2019-01-08T10:41:49Z,4,0
131146,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:41:52Z,4,0
17696,4249,4,3,netflix,2,-10000.0,10000,2019-01-08T10:41:56Z,4,0
132481,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:41:59Z,4,0
129469,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:42:03Z,4,0
98357,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:42:07Z,4,0
135440,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:42:11Z,4,0
43010,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:42:15Z,4,0
3786,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:42:19Z,4,0
116406,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:42:22Z,4,0
99678,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:42:26Z,4,0
62358,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:42:30Z,4,0
12895,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:42:34Z,4,0
37623,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:42:37Z,4,0
100196,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:42:41Z,4,0
114446,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:42:45Z,4,0
83748,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:42:50Z,4,0
119221,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:42:55Z,4,0
31711,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:43:00Z,4,0
122152,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:43:04Z,4,0
96140,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:43:08Z,4,0
70431,2788,6,3,netflix,3,500.0,500,2019-01-08T10:43:11Z,2,0
113585,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:43:12Z,4,0
101960,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:43:16Z,4,0
4861,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:19Z,4,0
87473,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:23Z,4,0
59225,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:27Z,4,0
58695,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:31Z,4,0
111631,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:35Z,4,0
93593,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:38Z,4,0
138541,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:43:42Z,4,0
111310,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:46Z,4,0
90908,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:50Z,4,0
52437,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:43:54Z,4,0
28818,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:43:57Z,4,0
56294,4249,4,3,netflix,2,-50000.0,50000,2019-01-08T10:44:02Z,4,0
134390,4249,4,10,netflix,2,-35000.0,35000,2019-01-08T10:44:06Z,4,0
58986,4249,4,3,netflix,2,-85000.0,85000,2019-01-08T10:44:10Z,4,0
9363,4249,4,3,netflix,2,-50000.0,50000,2019-01-08T10:44:14Z,4,0
56327,4249,4,10,netflix,2,-35000.0,35000,2019-01-08T10:44:18Z,4,0
64285,4249,4,3,netflix,2,-50000.0,50000,2019-01-08T10:44:22Z,4,0
52933,4249,4,3,netflix,2,-85000.0,85000,2019-01-08T10:44:26Z,4,0
8312,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:44:29Z,4,0
106914,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:44:33Z,4,0
122801,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:44:37Z,4,0
136157,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:44:41Z,4,0
97066,638,6,21,boleto,3,19500.0,21285,2019-01-08T10:44:45Z,2,0
84883,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:44:45Z,4,0
25769,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:44:48Z,4,0
106006,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:44:52Z,4,0
57798,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:44:56Z,4,0
12321,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:45:00Z,4,0
15077,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:45:04Z,4,0
44028,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:45:07Z,4,0
56401,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:45:11Z,4,0
78089,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:45:15Z,4,0
35891,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:45:19Z,4,0
94620,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:45:22Z,4,0
72564,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:45:26Z,4,0
95777,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:45:30Z,4,0
98019,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:45:34Z,4,0
94894,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:45:38Z,4,0
137534,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:45:42Z,4,0
22796,1394,5,1,netflix,3,2200.0,2200,2019-01-08T10:45:43Z,4,0
138430,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:45:45Z,4,0
26516,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:45:49Z,4,0
47868,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:45:53Z,4,0
70368,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:45:57Z,4,0
4356,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:46:01Z,4,0
80776,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:46:07Z,4,0
29735,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:46:10Z,4,0
113424,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:46:14Z,4,0
62663,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:18Z,4,0
90602,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:22Z,4,0
116260,3244,5,3,netflix,3,2000.0,2000,2019-01-08T10:46:24Z,4,0
66993,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:25Z,4,0
55517,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:29Z,4,0
49901,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:33Z,4,0
30216,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:46:37Z,4,0
111846,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:41Z,4,0
81073,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:46:44Z,4,0
17028,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:46:48Z,4,0
94927,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:46:52Z,4,0
101302,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:46:56Z,4,0
7073,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:47:00Z,4,0
15738,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:47:03Z,4,0
95747,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:47:07Z,4,0
106965,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:47:11Z,4,0
56251,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:47:15Z,4,0
48773,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:47:19Z,4,0
79859,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:47:22Z,4,0
119106,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:47:26Z,4,0
114241,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:47:30Z,4,0
103751,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:47:34Z,4,0
122046,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:47:38Z,4,0
100927,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:47:41Z,4,0
6255,4249,4,3,netflix,2,-10000.0,10000,2019-01-08T10:47:45Z,4,0
130286,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:47:49Z,4,0
1247,4249,4,10,netflix,2,-20000.0,20000,2019-01-08T10:47:53Z,4,0
36671,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:47:57Z,4,0
120402,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:48:01Z,4,0
118847,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:48:04Z,4,0
80873,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:48:08Z,4,0
125278,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:48:12Z,4,0
138766,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:48:16Z,4,0
22262,1260,3,10,netflix,3,2000.0,2000,2019-01-08T10:48:18Z,1,0
101468,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:48:20Z,4,0
6179,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:48:24Z,4,0
8876,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:48:27Z,4,0
78175,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:48:31Z,4,0
56193,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:48:35Z,4,0
23595,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:48:39Z,4,0
20008,4249,4,10,netflix,2,-20000.0,20000,2019-01-08T10:48:43Z,4,0
31162,4249,4,3,netflix,2,-5000.0,5000,2019-01-08T10:48:46Z,4,0
39965,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:48:50Z,4,0
68483,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:48:54Z,4,0
30498,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:48:58Z,4,0
28079,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:49:02Z,4,0
14413,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:49:05Z,4,0
108698,4249,4,10,netflix,2,-40000.0,40000,2019-01-08T10:49:12Z,4,0
140669,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:49:15Z,4,0
41362,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:49:19Z,4,0
54030,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:49:23Z,4,0
12976,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:49:27Z,4,0
106209,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:49:31Z,4,0
97361,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:49:34Z,4,0
88514,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:49:38Z,4,0
127931,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:49:42Z,4,0
105590,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:49:46Z,4,0
105899,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:49:50Z,4,0
110085,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:49:53Z,4,0
120012,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:49:57Z,4,0
99497,1394,5,14,varejo,3,2006.0,2006,2019-01-08T10:49:58Z,2,0
52945,4249,4,10,netflix,2,-5000.0,5000,2019-01-08T10:50:01Z,4,0
69277,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:50:05Z,4,0
89680,4249,4,3,netflix,2,-15000.0,15000,2019-01-08T10:50:09Z,4,0
55179,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:50:12Z,4,0
91996,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:50:16Z,4,0
11960,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:50:20Z,4,0
129160,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:50:24Z,4,0
13319,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:50:28Z,4,0
27922,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:50:31Z,4,0
137185,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:50:35Z,4,0
85152,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:50:39Z,4,0
107575,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:50:43Z,4,0
104311,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:50:47Z,4,0
58924,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:50:51Z,4,0
3407,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:50:54Z,4,0
31674,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:50:58Z,4,0
57407,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:51:02Z,4,0
94205,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:51:06Z,4,0
106887,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:51:10Z,4,0
137202,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:51:14Z,4,0
71366,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:51:18Z,4,0
91018,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:51:22Z,4,0
115026,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:51:26Z,4,0
66645,4249,4,3,netflix,2,-20000.0,20000,2019-01-08T10:51:29Z,4,0
140316,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:51:33Z,4,0
135738,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:51:37Z,4,0
47095,4249,4,10,netflix,2,-60000.0,60000,2019-01-08T10:51:41Z,4,0
45644,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:51:45Z,4,0
47964,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:51:48Z,4,0
126626,4249,4,3,netflix,2,-12500.0,12500,2019-01-08T10:51:52Z,4,0
134811,4249,4,10,netflix,2,-12500.0,12500,2019-01-08T10:51:56Z,4,0
77858,4249,4,10,netflix,2,-30000.0,30000,2019-01-08T10:52:00Z,4,0
32769,4249,4,3,netflix,2,-40000.0,40000,2019-01-08T10:52:03Z,4,0
49492,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:52:07Z,4,0
77331,4249,4,10,netflix,2,-10000.0,10000,2019-01-08T10:52:11Z,4,0
114966,4249,4,3,netflix,2,-25000.0,25000,2019-01-08T10:52:15Z,4,0
93851,4249,4,10,netflix,2,-15000.0,15000,2019-01-08T10:52:19Z,4,0
98135,4249,4,3,netflix,2,-60000.0,60000,2019-01-08T10:52:22Z,4,0
120505,4249,4,10,netflix,2,-25000.0,25000,2019-01-08T10:52:26Z,4,0
26946,4249,4,3,netflix,2,-30000.0,30000,2019-01-08T10:52:30Z,4,0
